Age,PastEmployee,BusinessTravel,Department,Gender,JobRole,NumCompaniesWorked,OverTime
36,Yes,Travel_Rarely,Sales,Male,Sales Executive,1,Yes
37,Yes,Travel_Rarely,Sales,Male,Sales Executive,5,No
29,No,Travel_Frequently,Sales,Female,Sales Representative,1,No
35,No,Travel_Rarely,Sales,Female,Sales Executive,1,No
53,No,Travel_Rarely,Sales,Male,Manager,6,No
30,No,Travel_Rarely,Sales,Male,Sales Executive,5,No
38,No,Non-Travel,Sales,Female,Sales Executive,1,Yes
35,No,Travel_Rarely,Sales,Male,Sales Executive,6,No
39,No,Travel_Rarely,Sales,Male,Sales Executive,0,No
40,Yes,Non-Travel,Sales,Female,Sales Executive,4,Yes
36,No,Non-Travel,Sales,Male,Sales Executive,4,No
33,No,Non-Travel,Sales,Male,Manager,1,No
47,No,Travel_Rarely,Sales,Female,Sales Executive,1,Yes
42,No,Travel_Rarely,Sales,Male,Manager,6,No
38,No,Travel_Rarely,Sales,Male,Sales Executive,8,Yes
26,Yes,Non-Travel,Sales,Male,Sales Executive,8,No
52,Yes,Travel_Rarely,Sales,Female,Manager,1,No
44,No,Travel_Rarely,Sales,Female,Sales Executive,3,Yes
50,No,Non-Travel,Sales,Female,Sales Executive,0,No
33,No,Non-Travel,Sales,Female,Sales Representative,0,No
45,No,Travel_Rarely,Sales,Female,Manager,3,No
34,No,Travel_Rarely,Sales,Male,Sales Executive,0,No
59,No,Travel_Rarely,Sales,Male,Manager,3,Yes
53,No,Travel_Frequently,Sales,Female,Sales Executive,2,No
34,No,Travel_Rarely,Sales,Female,Sales Representative,1,Yes
28,No,Travel_Rarely,Sales,Male,Sales Representative,1,No
40,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
54,No,Travel_Rarely,Sales,Female,Sales Executive,6,No
43,No,Travel_Rarely,Sales,Male,Sales Executive,5,No
20,Yes,Travel_Frequently,Sales,Female,Sales Representative,1,Yes
35,Yes,Travel_Rarely,Sales,Male,Sales Executive,0,Yes
37,No,Travel_Rarely,Sales,Female,Sales Executive,2,Yes
50,Yes,Travel_Frequently,Sales,Male,Sales Executive,3,Yes
33,No,Travel_Frequently,Sales,Female,Sales Executive,0,No
45,No,Non-Travel,Sales,Female,Sales Executive,1,No
38,No,Travel_Rarely,Sales,Male,Sales Executive,0,Yes
46,No,Travel_Rarely,Sales,Male,Manager,3,No
38,No,Travel_Rarely,Sales,Male,Sales Executive,7,No
31,No,Travel_Frequently,Sales,Male,Sales Representative,0,No
35,No,Travel_Frequently,Sales,Male,Sales Executive,1,No
49,No,Travel_Rarely,Sales,Male,Sales Executive,6,No
33,Yes,Travel_Rarely,Sales,Female,Sales Executive,0,Yes
34,No,Travel_Rarely,Sales,Female,Sales Executive,1,No
29,Yes,Travel_Rarely,Sales,Female,Sales Executive,1,No
42,Yes,Travel_Frequently,Sales,Male,Sales Executive,0,Yes
42,No,Travel_Rarely,Sales,Male,Sales Executive,7,No
30,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
43,Yes,Travel_Rarely,Sales,Female,Sales Executive,8,No
32,No,Non-Travel,Sales,Female,Sales Representative,1,No
46,No,Travel_Rarely,Sales,Female,Manager,8,No
30,No,Travel_Rarely,Sales,Male,Sales Executive,8,No
40,No,Travel_Frequently,Sales,Male,Sales Executive,5,No
35,No,Travel_Rarely,Sales,Male,Sales Executive,3,Yes
33,No,Travel_Frequently,Sales,Female,Sales Executive,1,No
20,No,Travel_Rarely,Sales,Male,Sales Representative,1,No
60,No,Travel_Rarely,Sales,Male,Sales Executive,0,Yes
40,No,Travel_Rarely,Sales,Female,Sales Executive,7,No
25,No,Travel_Rarely,Sales,Male,Sales Executive,0,No
35,No,Non-Travel,Sales,Female,Sales Executive,4,Yes
59,No,Travel_Rarely,Sales,Female,Sales Executive,5,No
44,No,Travel_Rarely,Sales,Male,Manager,7,No
33,No,Travel_Rarely,Sales,Male,Sales Executive,0,Yes
25,Yes,Travel_Frequently,Sales,Male,Sales Representative,1,Yes
45,Yes,Travel_Rarely,Sales,Female,Manager,2,Yes
46,No,Travel_Rarely,Sales,Female,Manager,2,No
34,No,Travel_Rarely,Sales,Female,Sales Executive,0,Yes
51,No,Travel_Frequently,Sales,Male,Manager,4,Yes
43,No,Travel_Rarely,Sales,Female,Sales Executive,3,No
32,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
40,Yes,Travel_Rarely,Sales,Male,Sales Executive,2,Yes
52,Yes,Travel_Rarely,Sales,Male,Sales Executive,9,Yes
31,No,Non-Travel,Sales,Female,Sales Executive,1,Yes
41,No,Non-Travel,Sales,Male,Sales Executive,1,No
31,Yes,Travel_Frequently,Sales,Female,Sales Representative,1,Yes
41,No,Travel_Frequently,Sales,Female,Sales Executive,0,No
38,No,Travel_Rarely,Sales,Female,Sales Executive,3,No
34,No,Travel_Rarely,Sales,Female,Sales Executive,1,No
36,No,Travel_Frequently,Sales,Female,Sales Executive,2,No
27,No,Travel_Rarely,Sales,Female,Sales Representative,8,No
27,No,Travel_Frequently,Sales,Male,Sales Executive,3,No
55,Yes,Travel_Rarely,Sales,Male,Sales Executive,6,Yes
31,Yes,Travel_Frequently,Sales,Female,Sales Representative,7,No
35,Yes,Travel_Frequently,Sales,Female,Sales Executive,0,Yes
28,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
39,No,Travel_Rarely,Sales,Male,Sales Executive,3,Yes
51,No,Travel_Frequently,Sales,Male,Sales Executive,2,No
33,No,Travel_Frequently,Sales,Male,Sales Executive,6,No
32,No,Travel_Rarely,Sales,Male,Sales Executive,0,Yes
25,No,Travel_Rarely,Sales,Male,Sales Executive,2,No
27,No,Travel_Rarely,Sales,Female,Sales Executive,1,Yes
36,No,Travel_Rarely,Sales,Female,Sales Executive,3,Yes
31,Yes,Travel_Frequently,Sales,Female,Sales Representative,1,No
30,No,Travel_Rarely,Sales,Female,Sales Executive,7,No
36,No,Travel_Rarely,Sales,Female,Sales Executive,4,No
25,Yes,Travel_Rarely,Sales,Male,Sales Representative,3,No
24,No,Travel_Rarely,Sales,Female,Sales Executive,1,Yes
32,No,Travel_Rarely,Sales,Male,Sales Executive,4,No
31,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
46,Yes,Travel_Rarely,Sales,Male,Sales Executive,4,No
48,No,Travel_Rarely,Sales,Male,Sales Executive,4,No
28,No,Travel_Rarely,Sales,Male,Sales Executive,0,No
33,No,Travel_Frequently,Sales,Male,Sales Executive,0,No
34,No,Travel_Rarely,Sales,Male,Sales Executive,3,No
30,No,Travel_Rarely,Sales,Male,Sales Executive,8,No
44,No,Travel_Frequently,Sales,Female,Sales Executive,7,No
28,Yes,Travel_Frequently,Sales,Male,Sales Representative,3,No
29,Yes,Travel_Frequently,Sales,Female,Sales Executive,5,No
34,Yes,Travel_Rarely,Sales,Female,Sales Executive,0,Yes
35,No,Travel_Rarely,Sales,Male,Sales Representative,1,No
24,No,Non-Travel,Sales,Female,Sales Representative,1,No
29,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
47,No,Travel_Rarely,Sales,Female,Sales Executive,3,Yes
28,No,Travel_Frequently,Sales,Male,Sales Executive,0,No
46,No,Travel_Rarely,Sales,Female,Manager,8,No
34,No,Travel_Rarely,Sales,Male,Sales Executive,1,Yes
34,No,Travel_Rarely,Sales,Male,Sales Representative,0,Yes
40,No,Travel_Rarely,Sales,Male,Sales Executive,0,No
35,No,Travel_Rarely,Sales,Female,Sales Representative,0,No
36,No,Travel_Rarely,Sales,Male,Sales Representative,3,Yes
48,No,Travel_Rarely,Sales,Female,Sales Executive,8,No
33,No,Travel_Rarely,Sales,Male,Sales Executive,2,No
30,Yes,Travel_Rarely,Sales,Male,Sales Executive,1,No
30,No,Travel_Rarely,Sales,Male,Sales Executive,3,No
55,No,Travel_Rarely,Sales,Male,Manager,1,No
38,No,Travel_Rarely,Sales,Male,Sales Executive,0,No
38,No,Travel_Rarely,Sales,Female,Sales Executive,2,No
36,No,Travel_Rarely,Sales,Female,Sales Executive,6,No
39,No,Travel_Rarely,Sales,Male,Sales Executive,2,No
50,No,Travel_Rarely,Sales,Male,Manager,4,Yes
40,No,Travel_Rarely,Sales,Female,Sales Executive,1,No
46,No,Travel_Rarely,Sales,Male,Manager,1,No
45,No,Non-Travel,Sales,Male,Sales Executive,1,No
31,No,Travel_Frequently,Sales,Male,Sales Executive,7,No
18,Yes,Travel_Frequently,Sales,Female,Sales Representative,1,Yes
35,Yes,Travel_Rarely,Sales,Male,Sales Executive,9,No
35,Yes,Travel_Rarely,Sales,Male,Sales Executive,6,Yes
29,No,Travel_Rarely,Sales,Male,Sales Executive,9,No
20,No,Travel_Rarely,Sales,Female,Sales Representative,1,No
35,Yes,Travel_Frequently,Sales,Male,Sales Executive,3,Yes
29,No,Travel_Rarely,Sales,Male,Sales Executive,1,Yes
33,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
31,No,Travel_Rarely,Sales,Female,Sales Executive,1,No
47,No,Travel_Rarely,Sales,Female,Manager,6,No
41,No,Travel_Rarely,Sales,Male,Sales Executive,3,Yes
20,No,Travel_Rarely,Sales,Male,Sales Representative,1,No
33,No,Non-Travel,Sales,Female,Sales Executive,1,Yes
48,Yes,Travel_Frequently,Sales,Female,Sales Representative,2,Yes
37,No,Travel_Frequently,Sales,Male,Sales Executive,1,No
23,Yes,Travel_Rarely,Sales,Male,Sales Representative,1,Yes
43,No,Travel_Rarely,Sales,Male,Sales Executive,1,Yes
41,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
36,No,Travel_Rarely,Sales,Female,Sales Representative,3,No
47,Yes,Travel_Frequently,Sales,Male,Sales Executive,7,No
47,No,Non-Travel,Sales,Male,Sales Executive,7,No
46,No,Travel_Rarely,Sales,Male,Sales Executive,4,Yes
36,Yes,Travel_Rarely,Sales,Male,Sales Executive,5,Yes
32,Yes,Travel_Rarely,Sales,Male,Sales Executive,6,No
32,No,Travel_Rarely,Sales,Male,Sales Executive,3,No
40,No,Travel_Rarely,Sales,Male,Manager,1,No
31,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
29,Yes,Travel_Rarely,Sales,Female,Sales Representative,1,No
30,No,Travel_Rarely,Sales,Male,Sales Executive,2,No
33,No,Non-Travel,Sales,Female,Sales Executive,8,No
49,No,Travel_Rarely,Sales,Female,Sales Executive,3,No
33,Yes,Travel_Rarely,Sales,Female,Sales Executive,2,Yes
31,Yes,Travel_Rarely,Sales,Male,Sales Executive,2,No
34,No,Non-Travel,Sales,Male,Sales Executive,1,Yes
34,No,Travel_Rarely,Sales,Female,Sales Executive,5,No
21,Yes,Travel_Rarely,Sales,Male,Sales Representative,1,No
31,No,Travel_Rarely,Sales,Female,Sales Executive,1,No
37,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
35,Yes,Travel_Rarely,Sales,Male,Sales Executive,1,Yes
46,No,Non-Travel,Sales,Male,Sales Executive,8,No
39,No,Travel_Frequently,Sales,Male,Sales Executive,2,No
41,No,Travel_Rarely,Sales,Female,Sales Executive,0,Yes
34,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
58,No,Non-Travel,Sales,Male,Manager,4,No
31,No,Travel_Frequently,Sales,Female,Sales Executive,2,No
38,No,Travel_Rarely,Sales,Female,Sales Representative,2,Yes
26,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
45,No,Non-Travel,Sales,Female,Sales Executive,4,No
43,No,Travel_Frequently,Sales,Male,Sales Executive,1,No
32,No,Travel_Frequently,Sales,Male,Sales Executive,8,No
32,Yes,Travel_Rarely,Sales,Male,Sales Executive,7,Yes
46,No,Travel_Rarely,Sales,Female,Sales Executive,2,No
27,No,Travel_Rarely,Sales,Female,Sales Representative,1,No
46,Yes,Travel_Rarely,Sales,Female,Sales Executive,5,No
28,No,Travel_Rarely,Sales,Female,Sales Representative,1,No
30,Yes,Travel_Rarely,Sales,Male,Sales Representative,1,No
36,No,Travel_Rarely,Sales,Female,Sales Executive,1,Yes
34,No,Travel_Rarely,Sales,Male,Sales Executive,2,Yes
27,No,Travel_Rarely,Sales,Female,Sales Executive,0,No
36,No,Travel_Rarely,Sales,Male,Sales Executive,2,No
41,No,Travel_Rarely,Sales,Female,Sales Executive,5,No
31,No,Travel_Rarely,Sales,Female,Sales Executive,2,Yes
34,No,Travel_Rarely,Sales,Female,Sales Executive,3,Yes
33,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
28,No,Travel_Frequently,Sales,Male,Sales Executive,1,Yes
29,Yes,Travel_Frequently,Sales,Male,Sales Representative,1,No
39,No,Non-Travel,Sales,Female,Sales Executive,6,No
28,Yes,Travel_Rarely,Sales,Female,Sales Executive,3,Yes
56,No,Travel_Rarely,Sales,Female,Sales Executive,4,No
58,No,Travel_Rarely,Sales,Female,Manager,4,Yes
42,No,Travel_Rarely,Sales,Male,Sales Executive,3,Yes
35,No,Travel_Rarely,Sales,Male,Sales Executive,0,No
34,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
34,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
38,No,Travel_Rarely,Sales,Male,Sales Representative,4,No
35,No,Travel_Rarely,Sales,Female,Sales Executive,1,Yes
27,No,Travel_Rarely,Sales,Male,Sales Executive,1,No
31,Yes,Travel_Frequently,Sales,Male,Sales Executive,1,Yes
53,Yes,Travel_Rarely,Sales,Male,Sales Executive,6,Yes
39,No,Travel_Rarely,Sales,Male,Sales Executive,0,No
40,No,Travel_Rarely,Sales,Female,Sales Executive,3,No
38,No,Travel_Rarely,Sales,Male,Sales Executive,0,No
31,No,Travel_Rarely,Sales,Male,Sales Representative,0,No
32,No,Travel_Rarely,Sales,Male,Sales Representative,0,No
32,No,Travel_Rarely,Sales,Female,Sales Executive,1,No
25,No,Travel_Rarely,Sales,Female,Sales Executive,0,Yes
52,No,Non-Travel,Sales,Male,Sales Representative,2,No
21,No,Travel_Rarely,Sales,Male,Sales Representative,1,Yes
23,Yes,Travel_Frequently,Sales,Male,Sales Representative,1,No
36,No,Travel_Rarely,Sales,Female,Sales Executive,0,No
34,No,Travel_Rarely,Sales,Female,Sales Executive,1,No
36,No,Non-Travel,Sales,Male,Sales Executive,1,No
41,No,Travel_Rarely,Sales,Male,Sales Executive,2,No
38,No,Travel_Rarely,Sales,Female,Sales Executive,1,No
50,Yes,Travel_Frequently,Sales,Male,Sales Executive,7,No
36,No,Travel_Rarely,Sales,Female,Sales Executive,4,No
45,No,Travel_Rarely,Sales,Female,Sales Executive,8,No
50,Yes,Travel_Rarely,Sales,Male,Sales Executive,4,Yes
39,No,Travel_Rarely,Sales,Female,Sales Executive,0,No
26,No,Travel_Rarely,Sales,Female,Sales Representative,0,No
49,No,Travel_Frequently,Sales,Male,Sales Executive,2,No
